Organizationid,GroupId,QuizId,SchemeOfWorkId
3996,7566,3581,40960.0
3997,9185,3581,40960.0
3998,605,3581,40960.0
3999,2294,3581,40960.0
4000,8688,3581,40960.0
4001,3538,3581,40960.0
4002,7427,3581,40960.0
4003,10397,3581,40960.0
4004,10042,3581,40960.0
4005,10920,3581,40960.0
4006,4795,3581,40960.0
4007,1028,3581,40960.0
4008,10055,3581,40960.0
4009,353,3581,40960.0
4010,1956,3581,40960.0
4011,10755,3581,40960.0
4012,7232,3581,40960.0
4013,7331,3581,40960.0
4014,10904,3581,40960.0
4015,4055,3581,40960.0
4016,10322,3581,40960.0
4017,3377,3581,40960.0
4018,11146,3581,40960.0
4019,8119,3581,40960.0
4020,5803,3581,40960.0
4021,8444,3581,40960.0
4022,6998,3581,40960.0
4023,1854,3581,40960.0
4024,2795,3581,40960.0
4025,2654,3581,40960.0
4026,10164,3581,40960.0
4027,4162,3581,40960.0
4028,7943,3581,40960.0
4029,1109,3581,40960.0
4030,183,3581,40960.0
4031,3742,3581,40960.0
4032,10941,3581,40960.0
4033,3695,3581,40960.0
4034,6983,3581,40960.0
4035,8449,10395,40960.0
4036,3538,10395,40960.0
4037,7427,10395,40960.0
4038,2294,10395,40960.0
4039,605,10395,40960.0
4040,5654,10395,40960.0
4041,10322,10395,40960.0
4042,9220,10395,40960.0
4043,2321,10395,40960.0
4044,5434,10395,40960.0
4045,11146,10395,40960.0
4046,135,10395,40960.0
4047,4833,3581,40960.0
4048,990,3581,40960.0
4049,3538,13558,40960.0
4050,6673,13558,40960.0
4051,7427,13558,40960.0
4052,10042,13558,40960.0
4053,2294,13558,40960.0
4054,5179,13558,40960.0
4055,7232,13558,40960.0
4056,605,13558,40960.0
4057,7331,13558,40960.0
4058,7566,13558,40960.0
4059,10322,13558,40960.0
4060,8444,13558,40960.0
4061,10920,13558,40960.0
4062,9220,13558,40960.0
4063,1109,13558,40960.0
4064,8238,13558,40960.0
4065,1956,13558,40960.0
4066,7943,13558,40960.0
4067,6998,13558,40960.0
4068,3742,13558,40960.0
4069,8688,13558,40960.0
4070,4185,13558,40960.0
4071,5654,13558,40960.0
4072,5604,13558,40960.0
4073,4162,13558,40960.0
4074,10941,13558,40960.0
4075,2294,12347,40960.0
4076,10182,12347,40960.0
4077,7427,12347,40960.0
4078,7566,12347,40960.0
4079,605,12347,40960.0
4080,186,12347,40960.0
4081,4317,12347,40960.0
4082,5654,12347,40960.0
4083,6983,12347,40960.0
4084,10055,10419,40960.0
4085,990,10419,40960.0
4086,5434,10419,40960.0
4087,4317,10419,40960.0
4088,998,10419,40960.0
4089,7566,10395,40960.0
4090,186,10395,40960.0
4091,11384,8247,40960.0
4092,10055,5773,40960.0
4093,5704,5773,40960.0
4094,11081,5773,40960.0
4095,1753,5773,40960.0
4096,4317,5773,40960.0
4097,4317,7895,40960.0
4098,4795,13558,40960.0
4099,1028,13558,40960.0
4100,8119,13558,40960.0
4101,2795,13558,40960.0
4102,3377,13558,40960.0
4103,6280,13558,40960.0
4104,3643,13558,40960.0
4105,186,15613,40960.0
4106,10322,15613,40960.0
4107,183,5773,40960.0
4108,11384,5773,40960.0
4109,5179,5773,40960.0
4110,3417,5773,40960.0
4111,6673,5773,40960.0
4112,2294,24,40960.0
4113,6673,24,40960.0
4114,7427,24,40960.0
4115,10042,24,40960.0
4116,4795,24,40960.0
4117,3276,24,40960.0
4118,1028,24,40960.0
4119,7331,24,40960.0
4120,7566,24,40960.0
4121,5654,24,40960.0
4122,5179,24,40960.0
4123,10920,24,40960.0
4124,8444,24,40960.0
4125,186,24,40960.0
4126,3377,24,40960.0
4127,8688,24,40960.0
4128,1956,24,40960.0
4129,11146,24,40960.0
4130,1109,24,40960.0
4131,6998,24,40960.0
4132,3538,8214,40960.0
4133,6673,8214,40960.0
4134,7427,8214,40960.0
4135,10042,8214,40960.0
4136,3742,8214,40960.0
4137,5434,8214,40960.0
4138,2294,8214,40960.0
4139,2654,8214,40960.0
4140,7232,8214,40960.0
4141,605,8214,40960.0
4142,7331,8214,40960.0
4143,7566,8214,40960.0
4144,6998,8214,40960.0
4145,1956,8214,40960.0
4146,4162,8214,40960.0
4147,8444,8214,40960.0
4148,10920,8214,40960.0
4149,9220,8214,40960.0
4150,8238,8214,40960.0
4151,1854,8214,40960.0
4152,1109,8214,40960.0
4153,2795,8214,40960.0
4154,8688,8214,40960.0
4155,990,8214,40960.0
4156,1753,8214,40960.0
4157,11146,8214,40960.0
4158,3695,8214,40960.0
4159,10904,8214,40960.0
4160,10941,8214,40960.0
4161,3377,8214,40960.0
4162,5559,3581,40960.0
4163,6170,13558,40960.0
4164,10904,13558,40960.0
4165,605,3809,40960.0
4166,2294,3809,40960.0
4167,3538,3809,40960.0
4168,10042,3809,40960.0
4169,3742,3809,40960.0
4170,4795,3809,40960.0
4171,7427,3809,40960.0
4172,1028,3809,40960.0
4173,8525,3809,40960.0
4174,8444,3809,40960.0
4175,5179,3809,40960.0
4176,7232,3809,40960.0
4177,7331,3809,40960.0
4178,7566,3809,40960.0
4179,10920,3809,40960.0
4180,9220,3809,40960.0
4181,6998,3809,40960.0
4182,1109,3809,40960.0
4183,2795,3809,40960.0
4184,4162,3809,40960.0
4185,6673,3809,40960.0
4186,8688,3809,40960.0
4187,11146,3809,40960.0
4188,5654,3809,40960.0
4189,1956,3809,40960.0
4190,11146,12347,40960.0
4191,11295,3809,40960.0
4192,2229,3809,40960.0
4193,8238,3809,40960.0
4194,10055,3809,40960.0
4195,7943,3809,40960.0
4196,1854,3809,40960.0
4197,5061,3809,40960.0
4198,3695,3809,40960.0
4199,1753,3809,40960.0
4200,3377,3809,40960.0
4201,3538,24,40960.0
4202,10164,24,40960.0
4203,605,24,40960.0
4204,5604,24,40960.0
4205,4162,24,40960.0
4206,135,24,40960.0
4207,7618,8247,40960.0
4208,990,3809,40960.0
4209,10904,5126,40960.0
4210,5604,5126,40960.0
4211,9220,24,40960.0
4212,6271,24,40960.0
4213,5828,10395,40960.0
4214,4162,10395,40960.0
4215,186,7895,40960.0
4216,7618,15613,40960.0
4217,3538,15708,40960.0
4218,2294,15708,40960.0
4219,7427,15708,40960.0
4220,4795,15708,40960.0
4221,186,15708,40960.0
4222,8449,15708,40960.0
4223,1028,15708,40960.0
4224,10785,15708,40960.0
4225,6673,15708,40960.0
4226,7331,15708,40960.0
4227,7566,15708,40960.0
4228,5179,15708,40960.0
4229,605,15708,40960.0
4230,10568,15708,40960.0
4231,9220,15708,40960.0
4232,3276,15708,40960.0
4233,4317,15708,40960.0
4234,4162,15708,40960.0
4235,1956,15708,40960.0
4236,135,15708,40960.0
4237,10164,13558,40960.0
4238,3695,13558,40960.0
4239,11295,8214,40960.0
4240,4795,8214,40960.0
4241,1028,8214,40960.0
4242,10055,8214,40960.0
4243,5061,8214,40960.0
4244,11081,10419,40960.0
4245,6170,10419,40960.0
4246,135,10419,40960.0
4247,4162,10419,40960.0
4248,2229,3581,40960.0
4249,10164,8214,40960.0
4250,990,12677,40960.0
4251,998,12677,40960.0
4252,5704,8214,40960.0
4253,7943,8214,40960.0
4254,6998,5126,40960.0
4255,4162,5126,40960.0
4256,10042,15708,40960.0
4257,10920,15708,40960.0
4258,5654,15708,40960.0
4259,9220,3581,40960.0
4260,4973,3581,40960.0
4261,6899,3581,40960.0
4262,2156,10395,40960.0
4263,10785,5773,40960.0
4264,4055,5773,40960.0
4265,8444,5773,40960.0
4266,10904,8143,40960.0
4267,10785,8143,40960.0
4268,3742,15708,40960.0
4269,11384,12347,40960.0
4270,2294,1197,40960.0
4271,10182,1197,40960.0
4272,3538,1197,40960.0
4273,7427,1197,40960.0
4274,5704,1197,40960.0
4275,186,1197,40960.0
4276,11146,1197,40960.0
4277,4162,1197,40960.0
4278,5654,1197,40960.0
4279,135,1197,40960.0
4280,7618,1197,40960.0
4281,10904,3809,40960.0
4282,4317,3581,40960.0
4283,6673,15613,40960.0
4284,4833,13558,40960.0
4285,10785,8214,40960.0
4286,10164,5126,40960.0
4287,4833,3809,40960.0
4288,10055,5126,40960.0
4289,7943,5126,40960.0
4290,135,13558,40960.0
4291,10397,8214,40960.0
4292,2156,5773,40960.0
4293,11295,5773,40960.0
4294,8238,15708,40960.0
4295,1854,15708,40960.0
4296,1753,15708,40960.0
4297,8688,8143,40960.0
4298,3643,1197,40960.0
4299,605,1197,40960.0
4300,7232,1197,40960.0
4301,10322,1197,40960.0
4302,9220,1197,40960.0
4303,2156,1197,40960.0
4304,4317,1197,40960.0
4305,10568,1197,40960.0
4306,11146,13558,40960.0
4307,10055,13558,40960.0
4308,11520,16567,8376.0
4309,5721,16567,8376.0
4310,1468,16567,8376.0
4311,11745,16567,8376.0
4312,3570,16567,8376.0
4313,11688,12874,8375.0
4314,4032,12874,8375.0
4315,942,12874,8375.0
4316,6240,12874,8375.0
4317,6057,12874,8375.0
4318,9672,12874,8375.0
4319,11745,595,8376.0
4320,3570,595,8376.0
4321,6145,595,8376.0
4322,11745,5733,8376.0
4323,5209,5733,8376.0
4324,1468,5733,8376.0
4325,5180,5733,8376.0
4326,8438,5733,8376.0
4327,9841,5733,8376.0
4328,9399,5733,8376.0
4329,9856,5733,8376.0
4330,359,5916,8375.0
4331,6145,5916,8375.0
4332,11745,4062,8376.0
4333,5721,4062,8376.0
4334,8438,4062,8376.0
4335,9764,4062,8376.0
4336,1853,4062,8376.0
4337,9841,4062,8376.0
4338,859,4062,8376.0
4339,3816,4062,8376.0
4340,422,4062,8376.0
4341,9399,4062,8376.0
4342,9856,4062,8376.0
4343,5180,4062,8376.0
4344,3472,4062,8376.0
4345,1875,4062,8376.0
4346,9247,3205,8375.0
4347,942,3205,8375.0
4348,6240,3205,8375.0
4349,11304,3205,8375.0
4350,3330,3205,8375.0
4351,9672,3205,8375.0
4352,9662,13735,8378.0
4353,7976,13735,8378.0
4354,4201,13735,8378.0
4355,10343,13735,8378.0
4356,4282,13735,8378.0
4357,10341,13735,8378.0
4358,7116,13735,8378.0
4359,3413,13735,8378.0
4360,6106,13735,8378.0
4361,693,13735,8378.0
4362,9913,13735,8378.0
4363,7218,13735,8378.0
4364,11304,4475,8375.0
4365,6240,4475,8375.0
4366,4032,4475,8375.0
4367,7013,4475,8375.0
4368,942,4475,8375.0
4369,6145,4475,8375.0
4370,11688,4475,8375.0
4371,11616,4475,8375.0
4372,359,4475,8375.0
4373,3330,4475,8375.0
4374,4187,4475,8375.0
4375,2069,4475,8375.0
4376,6106,10335,8378.0
4377,11052,10335,8378.0
4378,4282,10335,8378.0
4379,7116,10335,8378.0
4380,5905,10335,8378.0
4381,3508,10335,8378.0
4382,10625,10335,8378.0
4383,6057,10335,8378.0
4384,693,10335,8378.0
4385,4261,10335,8378.0
4386,53,10335,8378.0
4387,3392,10335,8378.0
4388,614,10335,8378.0
4389,1235,10335,8378.0
4390,11520,9897,8375.0
4391,9247,9897,8375.0
4392,7013,9897,8375.0
4393,4291,9897,8375.0
4394,1295,9897,8375.0
4395,6240,9897,8375.0
4396,4032,9897,8375.0
4397,78,9897,8375.0
4398,9672,9897,8375.0
4399,942,9897,8375.0
4400,6145,9897,8375.0
4401,6139,9897,8375.0
4402,359,9897,8375.0
4403,11688,9897,8375.0
4404,6841,9897,8375.0
4405,11745,12473,8376.0
4406,359,12473,8376.0
4407,3570,12473,8376.0
4408,6145,12473,8376.0
4409,1468,12473,8376.0
4410,4576,12473,8376.0
4411,11745,9431,8376.0
4412,4291,9431,8376.0
4413,359,9431,8376.0
4414,3570,9431,8376.0
4415,1468,9431,8376.0
4416,11520,9431,8376.0
4417,6145,9431,8376.0
4418,11520,155,8378.0
4419,4291,155,8378.0
4420,4282,155,8378.0
4421,10625,155,8378.0
4422,10341,155,8378.0
4423,7116,155,8378.0
4424,7694,155,8378.0
4425,9913,155,8378.0
4426,1235,155,8378.0
4427,7218,155,8378.0
4428,614,155,8378.0
4429,6106,155,8378.0
4430,8164,155,8378.0
4431,4261,155,8378.0
4432,53,155,8378.0
4433,1235,12999,8378.0
4434,10625,12999,8378.0
4435,6786,12999,8378.0
4436,1925,12999,8378.0
4437,7065,12999,8378.0
4438,2058,12999,8378.0
4439,11052,11746,8380.0
4440,249,11746,8380.0
4441,419,11746,8380.0
4442,10709,11746,8380.0
4443,10257,11746,8380.0
4444,8505,11746,8380.0
4445,4191,11746,8380.0
4446,6657,11746,8380.0
4447,9250,11746,8380.0
4448,2665,11746,8380.0
4449,5809,14475,66321.0
4450,11745,6847,8376.0
4451,8438,6847,8376.0
4452,422,6847,8376.0
4453,9841,6847,8376.0
4454,5180,6847,8376.0
4455,9399,6847,8376.0
4456,1875,6847,8376.0
4457,8438,10728,8376.0
4458,9856,10728,8376.0
4459,5180,10728,8376.0
4460,11745,10728,8376.0
4461,3570,10728,8376.0
4462,1468,10728,8376.0
4463,9247,10728,8376.0
4464,9764,10728,8376.0
4465,422,10728,8376.0
4466,3357,10728,8376.0
4467,4191,155,8378.0
4468,693,155,8378.0
4469,11161,155,8378.0
4470,11745,3062,8376.0
4471,5721,3062,8376.0
4472,3570,3062,8376.0
4473,1468,3062,8376.0
4474,11052,155,8378.0
4475,6057,155,8378.0
4476,1235,4768,8378.0
4477,10625,4768,8378.0
4478,7065,4768,8378.0
4479,53,4768,8378.0
4480,10341,4768,8378.0
4481,2058,4768,8378.0
4482,614,4768,8378.0
4483,6106,4768,8378.0
4484,6786,4768,8378.0
4485,5180,13733,8376.0
4486,422,13733,8376.0
4487,11052,15548,8378.0
4488,419,15548,8378.0
4489,53,15548,8378.0
4490,10341,15548,8378.0
4491,4191,15548,8378.0
4492,614,15548,8378.0
4493,4191,1315,8376.0
4494,419,1315,8376.0
4495,359,1315,8376.0
4496,10188,1315,8376.0
4497,6145,1315,8376.0
4498,10038,1315,8376.0
4499,3945,9897,8375.0
4500,6057,9897,8375.0
4501,4187,9897,8375.0
4502,1925,9897,8375.0
4503,3570,6399,8376.0
4504,11745,6399,8376.0
4505,9764,6399,8376.0
4506,11745,9577,8376.0
4507,5209,9577,8376.0
4508,6439,9577,8376.0
4509,5445,9577,8376.0
4510,9399,9577,8376.0
4511,6312,9577,8376.0
4512,9841,9577,8376.0
4513,422,9577,8376.0
4514,3357,9577,8376.0
4515,198,9577,8376.0
4516,1875,9577,8376.0
4517,9399,12492,8375.0
4518,11304,12492,8375.0
4519,6240,12492,8375.0
4520,942,12492,8375.0
4521,4032,12492,8375.0
4522,4187,12492,8375.0
4523,9672,12492,8375.0
4524,7116,12016,8378.0
4525,4282,12016,8378.0
4526,4291,12016,8378.0
4527,10625,12016,8378.0
4528,11520,12016,8378.0
4529,1853,12016,8378.0
4530,359,12016,8378.0
4531,3816,12016,8378.0
4532,6106,12016,8378.0
4533,1235,12016,8378.0
4534,6145,12016,8378.0
4535,859,12016,8378.0
4536,5056,12016,8378.0
4537,7065,12016,8378.0
4538,6057,12016,8378.0
4539,8164,12016,8378.0
4540,3472,12016,8378.0
4541,10038,12016,8378.0
4542,3413,12016,8378.0
4543,6145,9399,8374.0
4544,359,9399,8374.0
4545,10839,8551,28237.0
4546,3553,8551,28228.0
4547,9828,8551,28228.0
4548,8004,8551,28228.0
4549,1766,8551,28228.0
4550,3274,8551,28228.0
4551,2788,8551,28228.0
4552,7949,8551,28228.0
4553,7646,8551,28228.0
4554,1086,8551,28237.0
4555,5089,8551,28228.0
4556,945,8551,28228.0
4557,5149,8551,28228.0
4558,3330,12702,8375.0
4559,11304,12702,8375.0
4560,7265,12702,8375.0
4561,10625,13735,8378.0
4562,6145,13735,8378.0
4563,359,13735,8378.0
4564,9672,5354,8375.0
4565,11745,8769,8376.0
4566,1468,8769,8376.0
4567,3570,8769,8376.0
4568,359,595,8376.0
4569,6106,5416,8378.0
4570,10625,5416,8378.0
4571,11052,5416,8378.0
4572,11822,5416,8378.0
4573,4191,5416,8378.0
4574,7116,5416,8378.0
4575,1235,5416,8378.0
4576,11052,1315,8376.0
4577,2069,1315,8376.0
4578,1736,8551,28228.0
4579,10718,8551,28228.0
4580,8270,8551,28228.0
4581,11688,1614,8375.0
4582,4032,1614,8375.0
4583,6240,1614,8375.0
4584,942,1614,8375.0
4585,9672,1614,8375.0
4586,6057,1614,8375.0
4587,5180,3181,8376.0
4588,11745,3181,8376.0
4589,3570,3181,8376.0
4590,1468,3181,8376.0
4591,422,3181,8376.0
4592,11052,2728,8378.0
4593,6106,2728,8378.0
4594,7116,2728,8378.0
4595,4282,2728,8378.0
4596,10625,2728,8378.0
4597,1235,2728,8378.0
4598,11110,2728,8378.0
4599,7218,2728,8378.0
4600,614,2728,8378.0
4601,6057,2728,8378.0
4602,8164,2728,8378.0
4603,2599,2728,8378.0
4604,3357,2728,8378.0
4605,53,2728,8378.0
4606,5180,12676,8376.0
4607,11745,12676,8376.0
4608,5209,12676,8376.0
4609,8438,12676,8376.0
4610,9841,12676,8376.0
4611,422,12676,8376.0
4612,9399,12676,8376.0
4613,4198,12676,8376.0
4614,9856,12676,8376.0
4615,11745,12615,8376.0
4616,1468,12615,8376.0
4617,3570,12615,8376.0
4618,6841,1614,8375.0
4619,6240,1251,8375.0
4620,4032,1251,8375.0
4621,78,1251,8375.0
4622,6057,1251,8375.0
4623,11616,1315,8376.0
4624,3799,15193,8378.0
4625,5721,9431,8376.0
4626,5666,5354,8375.0
4627,9205,11746,8380.0
4628,11304,3449,8375.0
4629,6240,3449,8375.0
4630,942,3449,8375.0
4631,4032,3449,8375.0
4632,8623,3449,8375.0
4633,359,3449,8375.0
4634,4187,3449,8375.0
4635,6145,3449,8375.0
4636,3330,3449,8375.0
4637,6057,3449,8375.0
4638,840,3449,8375.0
4639,840,3205,8375.0
4640,1295,3205,8375.0
4641,6841,3205,8375.0
4642,11052,15864,8378.0
4643,9878,15864,8378.0
4644,3825,15864,8378.0
4645,4191,15864,8378.0
4646,1962,15864,8378.0
4647,614,15864,8378.0
4648,10625,15864,8378.0
4649,617,15864,8378.0
4650,1235,15864,8378.0
4651,2794,15864,8378.0
4652,5221,15864,8378.0
4653,9913,15864,8378.0
4654,53,15864,8378.0
4655,4282,15864,8378.0
4656,7275,15864,8378.0
4657,1661,15864,8378.0
4658,194,15864,8378.0
4659,11822,15864,8378.0
4660,9172,15864,8378.0
4661,3508,15864,8378.0
4662,6057,15864,8378.0
4663,8164,15864,8378.0
4664,2599,15864,8378.0
4665,8715,15864,8378.0
4666,3357,15864,8378.0
4667,6106,15864,8378.0
4668,2095,15864,8378.0
4669,4189,15864,8378.0
4670,5234,15864,8378.0
4671,11745,12413,8376.0
4672,9764,12413,8376.0
4673,1468,12413,8376.0
4674,3570,12413,8376.0
4675,7065,12413,8376.0
4676,11745,10004,8376.0
4677,8438,10004,8376.0
4678,1468,10004,8376.0
4679,3570,10004,8376.0
4680,9764,10004,8376.0
4681,7013,9431,8376.0
4682,1295,12874,8375.0
4683,3413,10335,8378.0
4684,9856,10004,8376.0
4685,5721,10004,8376.0
4686,942,1749,8375.0
4687,11304,1749,8375.0
4688,3330,1749,8375.0
4689,6240,1749,8375.0
4690,11688,1749,8375.0
4691,6841,1749,8375.0
4692,6057,4475,8375.0
4693,5209,4062,8376.0
4694,11745,6762,8376.0
4695,359,6762,8376.0
4696,3570,6762,8376.0
4697,1468,6762,8376.0
4698,6145,6762,8376.0
4699,6037,12295,8375.0
4700,4282,5416,8378.0
4701,8164,5416,8378.0
4702,8715,5416,8378.0
4703,9856,6762,8376.0
4704,10625,3992,8378.0
4705,9913,3992,8378.0
4706,7116,3992,8378.0
4707,4282,3992,8378.0
4708,6106,3992,8378.0
4709,693,3992,8378.0
4710,53,3992,8378.0
4711,3392,3992,8378.0
4712,9856,9577,8376.0
4713,6371,9577,8376.0
4714,11745,10531,8376.0
4715,3570,10531,8376.0
4716,1468,10531,8376.0
4717,11688,12492,8375.0
4718,1295,12492,8375.0
4719,9172,13735,8378.0
4720,11688,16641,8375.0
4721,6240,16641,8375.0
4722,4032,16641,8375.0
4723,942,16641,8375.0
4724,4187,16641,8375.0
4725,6057,16641,8375.0
4726,198,5733,8376.0
4727,9764,5733,8376.0
4728,4261,2728,8378.0
4729,9913,2728,8378.0
4730,3392,2728,8378.0
4731,9856,6847,8376.0
4732,5721,12413,8376.0
4733,4740,6847,8376.0
4734,840,12492,8375.0
4735,7013,3449,8375.0
4736,35,9399,8374.0
4737,9764,17129,8376.0
4738,1875,12676,8376.0
4739,6799,6399,8376.0
4740,6057,3992,8378.0
4741,5277,3992,8378.0
4742,3004,3992,8378.0
4743,6057,5416,8378.0
4744,1052,10548,8465.0
4745,1630,155,8378.0
4746,2599,155,8378.0
4747,9399,13733,8376.0
4748,6145,12413,8376.0
4749,4261,5416,8378.0
4750,5721,6762,8376.0
4751,9913,12016,8378.0
4752,11616,3449,8375.0
4753,1295,3449,8375.0
4754,2069,3449,8375.0
4755,4261,12016,8378.0
4756,3508,3992,8378.0
4757,3392,13735,8378.0
4758,5359,16277,40958.0
4759,4569,9897,8375.0
4760,11745,12935,8376.0
4761,3570,12935,8376.0
4762,1468,12935,8376.0
4763,9799,11763,40958.0
4764,249,11763,40958.0
4765,6657,11763,40958.0
4766,5359,11763,40958.0
4767,2309,11763,40958.0
4768,1860,11763,40958.0
4769,3961,11763,40958.0
4770,5528,11763,40958.0
4771,5188,11763,40958.0
4772,5301,11763,40958.0
4773,846,11763,40958.0
4774,9075,11763,40958.0
4775,10257,11763,40958.0
4776,8208,11763,40958.0
4777,4821,11763,40958.0
4778,7728,11763,40958.0
4779,6766,11763,40958.0
4780,8899,11763,40958.0
4781,6841,4475,8375.0
4782,840,4475,8375.0
4783,11110,12016,8378.0
4784,5905,12016,8378.0
4785,3532,3205,8375.0
4786,1295,12295,8375.0
4787,6186,12999,8378.0
4788,5188,5401,40958.0
4789,7158,5401,40958.0
4790,9799,5401,40958.0
4791,846,5401,40958.0
4792,5359,5401,40958.0
4793,3961,5401,40958.0
4794,4198,9577,8376.0
4795,6799,595,8376.0
4796,942,12702,8375.0
4797,10608,2183,8412.0
4798,1778,2183,8409.0
4799,10937,2183,8409.0
4800,8674,2183,8412.0
4801,5404,2183,8412.0
4802,3833,2183,8409.0
4803,9824,2183,8409.0
4804,4245,2183,8412.0
4805,482,2183,8412.0
4806,3661,2183,8409.0
4807,8710,2183,8409.0
4808,11740,2183,8412.0
4809,125,2183,8409.0
4810,5437,2183,8409.0
4811,8685,2183,8409.0
4812,3808,2183,8409.0
4813,8700,2183,8409.0
4814,2012,2183,8409.0
4815,7600,7461,8419.0
4816,1053,7461,8419.0
4817,5934,7461,8419.0
4818,6051,7461,8419.0
4819,11090,7461,8419.0
4820,6987,7461,8419.0
4821,6003,7461,8419.0
4822,5303,7461,8419.0
4823,13,7461,8419.0
4824,7790,7461,8419.0
4825,5800,7461,8419.0
4826,9659,7461,8419.0
4827,2224,7461,8419.0
4828,7810,7461,8419.0
4829,8419,7461,8419.0
4830,10619,7461,8419.0
4831,4539,7461,8419.0
4832,5539,7461,8419.0
4833,11355,7632,8400.0
4834,8414,7632,8400.0
4835,2308,7632,8400.0
4836,8411,7632,8399.0
4837,11669,7632,8399.0
4838,2126,7632,8400.0
4839,1778,7632,8399.0
4840,9729,7632,8400.0
4841,625,7632,8400.0
4842,1173,7632,8399.0
4843,4584,7632,8400.0
4844,8181,7632,8399.0
4845,10224,7632,8400.0
4846,9190,7632,8400.0
4847,11684,7632,8400.0
4848,11494,7632,8399.0
4849,4570,7632,8400.0
4850,11509,7632,8400.0
4851,3371,7632,8399.0
4852,3247,7632,8400.0
4853,11061,7632,8400.0
4854,706,7632,8399.0
4855,6010,7632,8400.0
4856,9492,9764,40958.0
4857,5528,9764,40958.0
4858,10608,5020,8413.0
4859,8449,5020,8413.0
4860,8212,5020,8413.0
4861,6697,5020,8413.0
4862,8414,9808,8408.0
4863,482,5020,8413.0
4864,10984,5020,8413.0
4865,8674,5020,8413.0
4866,11342,5020,8413.0
4867,7465,9808,8408.0
4868,11757,5020,8413.0
4869,10794,5020,8413.0
4870,989,5020,8413.0
4871,58,5020,8413.0
4872,10708,5020,8413.0
4873,4245,5020,8413.0
4874,9168,5020,8413.0
4875,2493,5020,8413.0
4876,2159,5020,8413.0
4877,11684,9808,8408.0
4878,7816,5020,8413.0
4879,149,9808,8408.0
4880,6206,9808,8408.0
4881,6419,5020,8413.0
4882,7600,1900,8419.0
4883,11722,1900,8419.0
4884,5934,1900,8419.0
4885,5800,1900,8419.0
4886,676,1900,8419.0
4887,122,1900,8419.0
4888,4104,1900,8419.0
4889,2224,1900,8419.0
4890,8932,1900,8419.0
4891,11090,1900,8419.0
4892,762,1900,8419.0
4893,13,1900,8419.0
4894,11781,12345,8400.0
4895,8414,12345,8400.0
4896,2308,12345,8399.0
4897,11408,12345,8400.0
4898,2796,12345,8399.0
4899,11684,12345,8400.0
4900,3337,12345,8400.0
4901,9190,12345,8399.0
4902,4584,12345,8399.0
4903,298,12345,8400.0
4904,3640,12345,8399.0
4905,1371,12345,8400.0
4906,11669,12345,8399.0
4907,9084,7632,8400.0
4908,518,7632,8400.0
4909,11684,2021,8400.0
4910,11355,2021,8399.0
4911,11658,2021,8399.0
4912,8414,2021,8400.0
4913,11339,2021,8400.0
4914,8613,2021,8399.0
4915,8411,2021,8399.0
4916,10224,2021,8400.0
4917,11669,2021,8399.0
4918,1797,2021,8399.0
4919,3326,2021,8399.0
4920,4294,2021,8399.0
4921,11061,2021,8400.0
4922,7125,2021,8400.0
4923,1891,11129,8425.0
4924,5704,11129,8425.0
4925,9119,11129,8425.0
4926,2965,11129,8425.0
4927,6067,11129,8420.0
4928,6009,11129,8425.0
4929,9937,11129,8425.0
4930,11030,11129,8425.0
4931,918,11129,8425.0
4932,2082,11129,8420.0
4933,6559,11129,8420.0
4934,8302,11129,8420.0
4935,3348,11129,8425.0
4936,7480,11129,8420.0
4937,3967,11129,8420.0
4938,878,11129,8425.0
4939,6951,11129,8425.0
4940,3382,11129,8420.0
4941,6705,11129,8425.0
4942,411,11129,8425.0
4943,5539,11129,8425.0
4944,9952,11129,8425.0
4945,27,11129,8420.0
4946,4674,11129,8425.0
4947,7438,11129,8425.0
4948,10950,11129,8420.0
4949,548,11129,8425.0
4950,11318,11129,8425.0
4951,4787,11129,8425.0
4952,2122,11129,8420.0
4953,3468,11129,8425.0
4954,7336,11129,8420.0
4955,10655,11129,8420.0
4956,3512,16166,40958.0
4957,7158,16166,40958.0
4958,9916,13299,8425.0
4959,6483,13299,8425.0
4960,6009,13299,8425.0
4961,1876,13299,8420.0
4962,3346,13299,8425.0
4963,5064,13299,8420.0
4964,11578,13299,8425.0
4965,3836,13299,8420.0
4966,3788,13299,8425.0
4967,7931,13299,8420.0
4968,878,13299,8425.0
4969,4447,13299,8425.0
4970,5372,13299,8425.0
4971,6943,13299,8420.0
4972,4249,13299,8425.0
4973,721,13299,8420.0
4974,7480,13299,8420.0
4975,10187,13299,8425.0
4976,6656,13299,8425.0
4977,2082,13299,8420.0
4978,9952,13299,8425.0
4979,1029,13299,8425.0
4980,11437,13299,8425.0
4981,6559,13299,8420.0
4982,11030,13299,8425.0
4983,8010,13299,8425.0
4984,11791,13299,8425.0
4985,6180,13299,8420.0
4986,3468,13299,8425.0
4987,1438,13299,8425.0
4988,6705,13299,8425.0
4989,2122,13299,8420.0
4990,2048,12345,8399.0
4991,7465,12345,8400.0
4992,6488,12345,8399.0
4993,11561,12345,8400.0
4994,7293,12345,8399.0
4995,6206,12345,8400.0
4996,9427,5475,28237.0
4997,4010,5475,28228.0
4998,10753,5475,28237.0
4999,5448,5475,28237.0
5000,5272,5475,28228.0
5001,4865,5475,28228.0
5002,5089,5475,28228.0
5003,8918,5475,28228.0
5004,11418,5475,28228.0
5005,2262,5475,28228.0
